variant,mode,removed,removed_group,base_median_mm,new_median_mm,improvement_mm,new_rms_mm,new_max_mm,suspected_reason
raw_all,drop_index_group,0 1 2 3 4 5 6 7 8,group_0_0_8,42.929027844026464,23.17996592034553,19.749061923680934,33.7914411337286,87.44676199069441,possible cluster/tag movement
raw_all,drop_index_group,9 10 11 12 13 14 15,group_1_9_15,42.929027844026464,38.13126782740025,4.7977600166262135,41.83106705869089,67.93494293027734,unknown
raw_all,drop_index_group,16 17 18 19 20 21 22 23 24,group_2_16_24,42.929027844026464,41.110924426312486,1.8181034177139779,40.971610023254485,63.65518585993033,unknown
raw_all,drop_index_group,25 26 27 28 29 30 31 32 33,group_3_25_33,42.929027844026464,46.367372141368385,-3.4383442973419207,46.908351740549556,80.14820034777775,unknown
raw_250_350,leave_one_out,2,,40.10972150400649,38.45850695712347,1.6512145468830184,39.57199097295645,57.148838689693655,unknown
raw_250_350,leave_one_out,4,,40.10972150400649,40.29016629522327,-0.18044479121678592,42.89909522487796,63.666987719578714,unknown
raw_250_350,leave_one_out,5,,40.10972150400649,42.544911820627526,-2.435190316621039,44.0815063057345,65.49105694663145,unknown
raw_250_350,leave_one_out,6,,40.10972150400649,41.813087492929164,-1.7033659889226769,43.21744885713809,64.65613267186143,geometric outlier
raw_250_350,leave_one_out,7,,40.10972150400649,42.50457117852376,-2.3948496745172747,44.183282263263386,68.488316376554,unknown
raw_250_350,leave_one_out,8,,40.10972150400649,40.92443270166863,-0.8147111976621417,43.313743610446075,64.24018353965417,unknown
raw_250_350,leave_one_out,9,,40.10972150400649,40.04929436876966,0.06042713523682863,44.18894939556302,64.38692085851301,unknown
raw_250_350,leave_one_out,10,,40.10972150400649,37.45902773863155,2.650693765374939,42.75528723046992,65.23872464247516,unknown
raw_250_350,leave_one_out,11,,40.10972150400649,37.876090397624864,2.2336311063816225,43.00281460887625,65.28178237425114,unknown
raw_250_350,leave_one_out,13,,40.10972150400649,41.518427239863506,-1.4087057358570192,45.19139740401579,65.32313999811504,unknown
raw_250_350,leave_one_out,14,,40.10972150400649,38.149667466620684,1.9600540373858024,43.227473458271746,65.75334393224624,unknown
raw_250_350,leave_one_out,22,,40.10972150400649,43.899620626030504,-3.7898991220240177,43.133029799140125,65.66311381981917,unknown
raw_250_350,leave_one_out,23,,40.10972150400649,41.999816188472806,-1.8900946844663196,43.7606408356109,72.00730194905536,unknown
raw_250_350,leave_one_out,24,,40.10972150400649,42.44207229843266,-2.3323507944261763,43.311604924277795,62.52814620255988,geometric outlier
raw_250_350,leave_one_out,25,,40.10972150400649,43.08171781855083,-2.9719963145443415,44.42579700127128,69.58774082827557,unknown
raw_250_350,leave_one_out,26,,40.10972150400649,42.28499458914871,-2.175273085142223,43.501705442365434,62.62836732467762,unknown
raw_250_350,leave_one_out,29,,40.10972150400649,42.839808379622056,-2.7300868756155694,47.068330039423095,69.13138464763335,unknown
raw_250_350,leave_one_out,31,,40.10972150400649,39.394445637734314,0.7152758662721723,43.996005838075206,66.94873615979552,unknown
raw_250_350,drop_top_1_residual,24,,40.10972150400649,42.44207229843266,-2.3323507944261763,43.311604924277795,62.52814620255988,top residual group
raw_250_350,drop_top_2_residual,6 24,,40.10972150400649,41.39705502863424,-1.2873335246277549,42.93101476833093,59.85594973985036,top residual group
raw_250_350,drop_top_3_residual,6 14 24,,40.10972150400649,39.15322231239699,0.9564991916094954,42.22031377568137,60.40394170119444,top residual group
raw_250_350,drop_top_4_residual,2 6 14 24,,40.10972150400649,34.27835692610379,5.831364577902697,37.496965914185736,49.07523392414989,top residual group
raw_250_350,drop_top_5_residual,2 6 7 14 24,,40.10972150400649,36.056677441213814,4.053044062792672,37.32612400649363,49.68095388127129,top residual group
raw_250_350,drop_index_group,2 4 5 6 7 8,group_0_0_8,40.10972150400649,26.94946351702579,13.160257986980696,27.760710982858654,39.8726504826789,possible cluster/tag movement
raw_250_350,drop_index_group,9 10 11 13 14,group_1_9_15,40.10972150400649,32.04502032972616,8.06470117428033,39.62202205159844,68.67784882109969,unknown
raw_250_350,drop_index_group,22 23 24,group_2_16_24,40.10972150400649,40.111134300369635,-0.0014127963631480611,40.61014929014525,68.42461866878097,unknown
raw_250_350,drop_index_group,25 26 29 31,group_3_25_31,40.10972150400649,44.62141007495079,-4.511688570944301,47.44490555074031,66.54877130329596,unknown
raw_300_350,leave_one_out,2,,48.3240541813818,47.78368778592594,0.5403663954558553,45.088407419509586,56.5813901192261,unknown
raw_300_350,leave_one_out,4,,48.3240541813818,48.40003548067566,-0.07598129929386488,48.571671340013395,61.29594789386463,unknown
raw_300_350,leave_one_out,5,,48.3240541813818,46.45084646604999,1.8732077153318087,49.80122197384586,68.03901546496492,unknown
