idx,z_mm,norm_mm,reproj,status,frame_robot_delta_ms,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,ee_x,ee_y,ee_z,joint_state,trans_mm,rot_deg
11,307.43838264907345,318.17219120879713,0.8117744652348597,preferred,,0.2703005515331956,0.018781548579820624,0.36726078146111146,-2.307848983848757,-2.2882907619735815,-0.5884146851757719,0.2703005515331956,0.018781548579820624,0.36726078146111146,0.05893803 1.49443054 1.63023567 -1.32963276 -0.11196327 -3.05275822,35.15325229617456,3.0283059445009965
12,362.99377320449526,374.11709365010046,0.6179386785405734,too_far,,0.1841228459798258,0.013803756565214292,0.38003908269113795,-2.2954327512040473,-2.4792726681127544,-0.686653604434517,0.1841228459798258,0.013803756565214292,0.38003908269113795,0.06847477 1.16445446 1.42462063 -1.32963276 -0.04634953 -3.13820839,43.28175731560105,3.0388947179016825
13,283.5971425395416,285.6564279925535,2.1462142447920978,contrast,,0.3070161802425606,0.10599722587921065,0.37546379134998853,-1.5626715420416466,-3.3021609746865757,-0.11976078404006828,0.3070161802425606,0.10599722587921065,0.37546379134998853,0.35648918 1.69661236 1.86217308 -1.31780720 0.31414509 -3.53913975,15.159071322103035,9.144773659942544
14,319.9915129129031,320.52763983468327,0.6041798308191741,preferred,,0.26584689500499337,0.04444454822327274,0.38710347100737674,-2.201615386534695,-2.675778117570382,-0.5145341942115824,0.26584689500499337,0.04444454822327274,0.38710347100737674,0.17338085 1.48870850 1.69699383 -1.32047749 0.08258915 -3.18131542,42.148386219162944,4.04960472631128
15,371.15956733482665,371.51347394619734,0.36096245622492096,too_far,,0.19133378403295492,0.03171656258523067,0.40489096841980177,-2.2747338689895247,-2.648736892835249,-0.7247801563058524,0.19133378403295492,0.03171656258523067,0.40489096841980177,0.17338085 1.21251965 1.54592991 -1.32047749 0.07000065 -3.14087868,35.37262159091852,4.68842048420663
16,373.05664412902854,373.4214262346505,1.3265432686327914,too_far,,0.1472236755686162,0.09564311618733964,0.3802912472294192,2.3106675124499825,-2.6356648438624823,1.0164227214363422,0.1472236755686162,0.09564311618733964,0.3802912472294192,0.64297676 1.09540749 1.35671806 -1.22663498 0.48237610 0.62085152,66.08366474204126,6.364983195147274
17,398.5968312454146,398.8883161666056,0.8554351292143332,too_far,,0.1331442419217082,0.09462715991869404,0.4048211840203966,2.418357397654912,-2.5028973325998227,1.089073793237925,0.1331442419217082,0.09462715991869404,0.4048211840203966,0.69523907 1.10151100 1.46963501 -1.32429218 0.52281189 0.56019688,87.97608469150312,9.797439708934721
18,374.15385838054203,374.9502280547115,0.7546198566527933,too_far,,0.11943548790167341,0.17952542360213758,0.3342483479938187,1.8374944968301161,-3.040001962319714,1.0301612794279609,0.11943548790167341,0.17952542360213758,0.3342483479938187,1.06374454 1.29034138 1.31551838 -1.32658100 0.74979019 1.44064236,62.91152811134021,4.178299357875509
19,350.8640766496384,352.78667375526794,1.1632004025053777,too_far,,0.17683586280124383,0.23786076660336297,0.31683793113608316,1.3861209743735892,-3.2254528087890546,1.114344775245489,0.17683586280124383,0.23786076660336297,0.31683793113608316,0.99279022 1.61612129 1.53486729 -1.32696247 0.80090809 1.68287945,78.72988010494646,6.185287581245186
20,400.54792251531995,414.13258493467964,0.9431009105496326,too_far,,0.10862024221955019,0.1767520150638759,0.3531142519671617,1.5339824135830205,-3.3923996721752605,1.252520236424873,0.10862024221955019,0.1767520150638759,0.3531142519671617,1.12058449 1.25867844 1.34832573 -1.32734394 0.97180939 1.66495037,71.25865308634191,1.9039671694459952
21,345.93092919093976,352.3128083648642,1.3457113585577538,too_far,,0.1893802422819919,0.22780160958617027,0.3349761469984889,0.782656660480739,-3.600937668362117,1.0215928020654748,0.1893802422819919,0.22780160958617027,0.3349761469984889,0.94090939 1.60582161 1.58979893 -1.32734394 0.84134388 1.98157501,61.55992168054133,5.111478359790127
22,324.9581523327106,331.1012054276083,1.097517812023304,preferred,,0.18894605927807903,0.23767918568050286,0.32775861847223287,0.37163029136273307,-3.7214157159082046,0.6927058740068114,0.18894605927807903,0.23767918568050286,0.32775861847223287,0.95464230 1.63519478 1.60086250 -1.32734394 0.72919083 2.24631882,64.61302706108387,7.870050998430495
23,302.6029230399294,314.40087576130185,1.2713973001805137,preferred,,0.2545017506762716,0.27553469424704213,0.30042516421488347,0.43886805484359537,-3.630797655932701,0.987413466353802,0.2545017506762716,0.27553469424704213,0.30042516421488347,0.87415123 1.91939449 1.83356190 -1.31742573 0.81540394 2.13187599,57.45464327000946,4.764042690927875
24,336.70553133397226,343.61986410361266,1.277974878527079,preferred,,0.1974831206758863,0.2507762501531441,0.30784750320048365,1.1512192993766324,-3.3306209835677074,1.1973119161451746,0.1974831206758863,0.2507762501531441,0.30784750320048365,0.96379757 1.70805645 1.59666634 -1.32238483 0.86003685 1.80609608,79.9223708911585,7.4212363098357885
25,267.7832458775606,286.1554689368141,2.187799754850183,contrast,,0.31430188867083986,0.24292394863129774,0.3328652156169013,0.06970174312572708,-3.671351689502824,0.4770275047107426,0.31430188867083986,0.24292394863129774,0.3328652156169013,0.69066143 1.99187469 2.07160282 -1.33497334 0.53883457 2.13569069,64.67364834202102,8.61564652322579
26,265.53356839732623,266.6277425365563,1.7780292731166563,contrast,,0.29773367516415616,0.1674751197261401,0.34118239742982076,-0.5472001906918572,-3.5655271020587938,0.2659267454852954,0.29773367516415616,0.1674751197261401,0.34118239742982076,0.54188633 1.76871109 1.81754017 -1.32963276 0.40989590 2.35656548,58.70117943437334,8.046075883026544
27,354.1492603840431,354.2230603312611,0.8778700972329403,too_far,,0.18037312076451043,0.09648252189958337,0.39705590692409976,-0.5905514501096464,-3.741805553263252,-0.009386312784829326,0.18037312076451043,0.09648252189958337,0.39705590692409976,0.53845310 1.25219345 1.53906345 -1.32963276 0.39234734 2.31498432,74.03454002463583,8.873444262797685
28,395.99740260379497,396.9564091021017,0.7833034286929965,too_far,,0.10389085388424066,0.05135543323997553,0.41101589619298845,-0.5201881262100417,-3.881076799422658,-0.2781113343519111,0.10389085388424066,0.05135543323997553,0.41101589619298845,0.53349400 0.93137264 1.42195034 -1.32963276 0.34771538 2.23640060,102.13398620707936,11.5885083458892
29,284.83460518934595,298.4625764633028,2.339569789519766,contrast,,0.31065744299567155,0.12948167251824763,0.3972596654275714,-1.4036960038648647,-3.495514413885118,-0.1223416978290947,0.31065744299567155,0.12948167251824763,0.3972596654275714,0.42362881 1.74887466 1.99988556 -1.31475544 0.39234734 2.65526009,30.938220900132343,11.287867898591145
30,236.80123913162046,246.59821767381,3.4675990013752536,too_close,,0.3704229271598162,0.09789945901332048,0.3639383207076382,-1.7101779419705323,-3.1796220792902283,-0.22682620116750252,0.3704229271598162,0.09789945901332048,0.3639383207076382,0.27370834 1.92130184 2.09639931 -1.30941486 0.23441696 2.77923965,10.657153517911079,3.6924488773891326
31,299.88623220460676,302.30865012494127,1.1919114307847054,preferred,,0.2999790800271911,0.06972128400845864,0.39658345926133204,-2.182632993159244,-2.7410683511667333,-0.5414188593124979,0.2999790800271911,0.06972128400845864,0.39658345926133204,0.23899460 1.63862801 1.88086510 -1.32276630 0.12989235 3.12218666,34.7468632654628,5.07405373219807
32,446.9423412322746,450.72394682835187,0.5703912296863535,too_far,,0.029008281699704482,0.005213867288248205,0.37410762261504965,2.321729980175926,-3.1412806794189794,1.1570244073385165,0.029008281699704482,0.005213867288248205,0.37410762261504965,0.34847832 0.47360229 1.13126564 -1.15453529 0.19932079 0.52738953,66.99911924191011,1.195991286439678
33,367.8032261722904,368.2468909089243,1.0699149982443599,too_far,,0.13117178293356718,-0.15401136151548867,0.3176236993469116,3.377487275288631,-0.854846870832551,1.3936272705431638,0.13117178293356718,-0.15401136151548867,0.3176236993469116,-0.96723080 1.24570847 1.20756054 -1.32276630 -0.95082760 -1.93389034,49.804884150708595,2.914393234049585
