group,count,trans_mean,trans_median,trans_rms,trans_max,rot_mean,rot_median,rot_max
group_0_0_8,9,45.58692983778876,44.37881628370438,46.45798399906604,59.54013054785731,5.266964664354893,4.963586208593572,9.119671280061182
group_1_9_15,7,35.27789611891389,35.37262159091852,36.37803173621063,43.28175731560105,4.901888671898362,4.04960472631128,9.144773659942544
group_2_16_24,9,70.05664151544067,66.08366474204126,70.70594889255275,87.97608469150312,5.955198374625886,6.185287581245186,9.797439708934721
group_3_25_33,9,54.743288342692715,58.70117943437334,60.3586272180952,102.13398620707936,6.80982556040076,8.046075883026544,11.5885083458892
