idx,host_time_before,host_time_after,host_timestamp,robot_timestamp,get_state_duration_ms,j1,j2,j3,j4,j5,j6,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw
689,1778141770.708867,1778141770.7100139,1778141770.7100139,10.562883,1.1467933654785156,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
690,1778141770.7188933,1778141770.7199907,1778141770.7199907,10.573183,1.0974407196044922,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
691,1778141770.728864,1778141770.7294202,1778141770.7294202,10.583471,0.5562305450439453,0.00247955322265625,0.00324249267578125,0.00705718994140625,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.09863137412531373,0.0011080615129798663,0.1491491933088813,2.5503938580129044,-2.4596337298462942,2.08553931537686,0.09863137412531373,0.0011080615129798663,0.1491491933088813,0.0008543479432886449,0.16336677034769248,0.037081773850933246
692,1778141770.7388363,1778141770.73918,1778141770.73918,10.591751,0.3437995910644531,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
693,1778141770.7488585,1778141770.7492347,1778141770.7492347,10.602072,0.3762245178222656,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
694,1778141770.7588747,1778141770.7597382,1778141770.7597382,10.612388,0.8635520935058594,0.00247955322265625,0.00324249267578125,0.00705718994140625,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.09863137412531373,0.0011080615129798663,0.1491491933088813,2.5503938580129044,-2.4596337298462942,2.08553931537686,0.09863137412531373,0.0011080615129798663,0.1491491933088813,0.0008543479432886449,0.16336677034769248,0.037081773850933246
695,1778141770.7688558,1778141770.7692893,1778141770.7692893,10.622665,0.4334449768066406,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16689586639404297,-0.034142494201660156,-0.00476837158203125,0.09862039791565635,0.001108035531025012,0.14931722927099367,2.5501872554294027,-2.4593793220268365,2.0869935397018646,0.09862039791565635,0.001108035531025012,0.14931722927099367,0.0008276010122516941,0.16260428753006206,0.03707743936769013
696,1778141770.7788854,1778141770.7799687,1778141770.7799687,10.633067,1.0833740234375,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
697,1778141770.7888658,1778141770.7893522,1778141770.7893522,10.643272,0.4863739013671875,0.00247955322265625,0.00324249267578125,0.00705718994140625,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.09863137412531373,0.0011080615129798663,0.1491491933088813,2.5503938580129044,-2.4596337298462942,2.08553931537686,0.09863137412531373,0.0011080615129798663,0.1491491933088813,0.0008543479432886449,0.16336677034769248,0.037081773850933246
698,1778141770.7988384,1778141770.799412,1778141770.799412,10.653584,0.5736351013183594,0.00247955322265625,0.00324249267578125,0.00743865966796875,-0.16727733612060547,-0.034142494201660156,-0.00476837158203125,0.0986142620028594,0.0011080200422453072,0.14927989394619634,2.5502906307164683,-2.4595066004950303,2.0862663939844146,0.0986142620028594,0.0011080200422453072,0.14927989394619634,0.0008409736398895064,0.162985528953177,0.03707960395787836
